prediction,actual
3.903409090909091,4.375
3.846590909090909,4.375
4.045454545454546,4.375
3.778409090909091,0.0
3.875,5.0
4.011363636363637,4.375
3.8068181818181817,3.75
3.3920454545454546,2.5
4.0625,3.75
4.017045454545454,4.375
3.8863636363636362,3.75
4.017045454545454,4.375
4.079545454545454,4.375
4.0,4.375
4.090909090909091,4.375
3.965909090909091,3.125
4.005681818181818,0.0
4.221590909090909,4.375
3.9431818181818183,3.125
4.056818181818182,1.25
3.8636363636363638,0.0
3.8920454545454546,4.375
4.198863636363637,4.375
3.897727272727273,3.75
3.960227272727273,4.375
3.9943181818181817,3.75
4.017045454545454,4.375
4.0227272727272725,0.0
3.8636363636363638,3.75
3.8579545454545454,0.0
3.8011363636363638,3.75
3.9545454545454546,4.375
3.534090909090909,0.0
4.079545454545454,3.75
4.159090909090909,5.0
3.9318181818181817,3.75
4.159090909090909,4.375
3.903409090909091,5.0
4.090909090909091,4.375
3.903409090909091,3.75
3.8579545454545454,4.375
3.789772727272727,4.375
3.1079545454545454,2.5
3.914772727272727,4.375
4.017045454545454,4.375
3.9488636363636362,2.5
3.8920454545454546,3.75
3.8920454545454546,0.0
3.852272727272727,4.375
3.8068181818181817,2.5
3.8806818181818183,3.75
3.914772727272727,3.75
3.835227272727273,4.375
3.778409090909091,3.75
4.011363636363637,4.375
3.9261363636363638,0.0
3.9943181818181817,4.375
4.056818181818182,3.75
3.9943181818181817,5.0
4.0,4.375
4.238636363636363,5.0
4.068181818181818,4.375
3.289772727272727,0.0
3.8920454545454546,3.125
3.8920454545454546,4.375
4.1022727272727275,4.375
4.017045454545454,4.375
3.914772727272727,1.875
3.960227272727273,3.125
3.8238636363636362,2.5
3.8238636363636362,3.125
3.909090909090909,5.0
3.875,4.375
3.75,0.0
3.8181818181818183,4.375
3.909090909090909,2.5
3.9545454545454546,5.0
3.9545454545454546,3.125
3.477272727272727,0.0
3.6420454545454546,4.375
4.25,4.375
3.6306818181818183,3.75
3.6306818181818183,4.375
3.8579545454545454,0.0
3.9943181818181817,4.375
3.8693181818181817,4.375
3.875,5.0
4.045454545454546,5.0
3.965909090909091,4.375
4.193181818181818,5.0
4.079545454545454,0.0
3.9375,3.75
3.659090909090909,2.5
4.090909090909091,4.375
3.8920454545454546,5.0
3.6988636363636362,2.5
4.017045454545454,0.0
3.9375,3.125
3.8068181818181817,3.125
3.840909090909091,5.0
4.142045454545454,3.75
4.045454545454546,4.375
3.835227272727273,4.375
4.0397727272727275,3.75
4.0,4.375
3.8295454545454546,4.375
3.960227272727273,5.0
4.142045454545454,1.25
3.5625,3.75
4.017045454545454,5.0
3.8806818181818183,3.75
3.9204545454545454,4.375
3.8579545454545454,4.375
3.9545454545454546,3.75
3.914772727272727,4.375
3.960227272727273,4.375
3.9431818181818183,0.0
4.045454545454546,0.0
4.079545454545454,4.375
3.6988636363636362,4.375
3.6704545454545454,0.0
4.051136363636363,3.75
3.909090909090909,5.0
4.005681818181818,5.0
3.965909090909091,3.75
4.107954545454546,5.0
3.9431818181818183,0.0
4.017045454545454,4.375
3.9431818181818183,4.375
3.835227272727273,4.375
4.0,5.0
3.8636363636363638,0.0
3.8181818181818183,5.0
3.9886363636363638,3.125
3.9431818181818183,5.0
4.096590909090909,4.375
4.096590909090909,4.375
4.028409090909091,4.375
3.8068181818181817,3.125
4.0227272727272725,4.375
4.1875,4.375
4.125,4.375
3.971590909090909,4.375
3.7329545454545454,3.75
3.8863636363636362,4.375
4.0,3.75
3.5795454545454546,3.75
3.6931818181818183,3.125
3.715909090909091,4.375
4.119318181818182,3.75
4.159090909090909,4.375
4.113636363636363,4.375
3.909090909090909,4.375
3.3863636363636362,3.75
3.1761363636363638,0.0
3.960227272727273,3.75
3.602272727272727,3.75
4.0397727272727275,3.75
4.045454545454546,3.75
4.0397727272727275,5.0
3.846590909090909,4.375
3.909090909090909,5.0
3.914772727272727,3.125
4.107954545454546,3.75
3.846590909090909,3.75
3.625,3.75
4.136363636363637,3.75
4.0227272727272725,4.375
3.7670454545454546,3.125
3.8068181818181817,4.375
3.852272727272727,3.75
3.8636363636363638,4.375
4.005681818181818,4.375
3.960227272727273,4.375
4.051136363636363,4.375
4.079545454545454,4.375
3.715909090909091,4.375
3.710227272727273,3.75
3.8181818181818183,5.0
2.471590909090909,0.0
4.056818181818182,5.0
3.903409090909091,5.0
3.653409090909091,5.0
4.0397727272727275,4.375
3.875,3.75
4.0397727272727275,3.75
4.028409090909091,3.75
3.784090909090909,3.75
3.9943181818181817,3.125
4.0397727272727275,4.375
4.096590909090909,0.0
3.9204545454545454,4.375
